input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
aD4Tad6vG7S2vr0P6MG3mA0,,Co-op Food - Golspie - Main Street,,"Main St, Golspie, KW10 6RA, United Kingdom",{},null,https://www.coop.co.uk/store-finder/KW10-6RA/main-street?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-Golspie-Golspie,4.41409E+11,9C9RX2FG+J3,24,4.5,null,57.974029,-3.974764,,,,,,Europe/London,,0x488ff5136a008651:0xddcd65a5b4795e19,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,The salt house,,"Main St, Golspie, KW10 6RA, United Kingdom",{},null,,,9C9RX2FG+F2,66,4.9,null,57.973729,-3.974982,,,,,,Europe/London,,0x488ff55f49516545:0x56d73ddb7e84520f,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Mei's Food,,"Main St, Golspie, KW10 6TG, United Kingdom",{},null,,4.41409E+11,9C9RX2FF+CP,83,4.3,null,57.973506,-3.975626,,,,,,Europe/London,,0x488ff5136a008651:0xc70ae4876fd0c587,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,The Trawler Fish & Chips,,"Main St, Golspie, KW10 6TG, United Kingdom",{},null,https://www.thetrawlergolspie.co.uk/?utm_source=GBP.website&utm_medium=GBP&utm_campaign=br1308-website,4.41409E+11,9C9RX2FF+68,1173,4.4,null,57.97305,-3.976703,,,,,,Europe/London,,0x488ff5137f418f1f:0x3442f955f85a5865,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,The Fish Fryer,,"Gower Lane Cottage, Gower St Ln, Brora KW9 6NT, United Kingdom",{},null,,4.41409E+11,9CCR246W+CF,39,3.3,null,58.011059,-3.853804,,,,,,Europe/London,,0x48855fc7d86e4a0b:0xa583aaf8eeb5d55d,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Sid's Spice,,"SId's Spice takeaway, Station Square, Brora KW9 6QJ, United Kingdom",{},null,https://www.sidspice.com/,4.41409E+11,9CCR247W+3R,427,4.6,null,58.012676,-3.852919,,,,,,Europe/London,,0x48855eec027b59e7:0x269769fd4ab86fae,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Sids Street Food Takeaway PLUS sit in,,"Station Square, Brora, KW9 6QJ, United Kingdom",{},null,https://www.sidsstreetfood.com/,4.41409E+11,9CCR247W+4X,8,4,null,58.012792,-3.852547,,,,,,Europe/London,,0x488f8ff615ce4de3:0x60784eb9c90beaec,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,The Curing Yard Restaurant,,"7 Golf Rd, Brora, KW9 6QS, United Kingdom",{},null,https://www.royalmarinebrora.com/gather/the-curing-yard-restaurant?utm_source=google&utm_medium=local&utm_campaign=the-curing-yard,4.41409E+11,9CCR2562+VV,15,4.3,null,58.012144,-3.847778,,,,,,Europe/London,,0x48855fce3e89e2b9:0xba6fae24ae499d7d,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Tall Pines,,"Milltown, Evelix, Dornoch IV25 3NG, United Kingdom",{},null,,4.41863E+11,9C9QVWQC+R9,187,4.2,null,57.88959,-4.079073,,,,,,Europe/London,,0x488f8c60bb51f063:0x33a17bf68f7cacbd,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Surf and Turf,,"8 Castle St, Dornoch, IV25 3SR, United Kingdom",{},null,https://www.facebook.com/surfandturfhq/,4.41863E+11,9C9QVXJ8+6V,330,4.8,null,57.880574,-4.03284,,,,,,Europe/London,,0x488f8b222c8200d5:0x6bd1df28f5496977,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Luigi,,"1 Castle St, Dornoch, IV25 3SN, United Kingdom",{},null,http://www.luigidornoch.com/,4.41863E+11,9C9QVXJ9+52,478,4.7,null,57.880478,-4.032394,,,,,,Europe/London,,0x488f8b92295f3235:0x28ee55a47eb50f3d,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Sutherland House (Dornoch) Ltd,,"Argyle St, Dornoch, IV25 3LA, United Kingdom",{},null,,4.41863E+11,9C9QVXJF+23,37,4.4,null,57.880115,-4.027271,,,,,,Europe/London,,0x488f8b943d4c1cd5:0x2dad4dcf76c0403a,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Crenshaw's Brasserie,,"The First Tee, Dornoch, IV25 3LG, United Kingdom",{},null,https://www.royalgolfhoteldornoch.com/gather/crenshaws-brasserie?utm_source=google&utm_medium=local&utm_campaign=crenshaws-brasserie,4.41863E+11,9C9QVXHG+QR,11,4.6,null,57.879484,-4.022918,,,,,,Europe/London,,0x488f8b6b6e989bd9:0x3243909845ff2fc8,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Dornoch Castle Whisky Bar & Dining. Takeaway Pizza!,,"Castle St, Dornoch, IV25 3SD, United Kingdom",{},null,http://www.dornochcastlehotel.com/whisky,4.41863E+11,9C9QVXHC+W3,195,4.5,null,57.879798,-4.029764,,,,,,Europe/London,,0x488f8b93c3d70a33:0x18b7ccd74605a8da,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Coach House Bar & Restaurant,,"Castle St, Dornoch, IV25 3SD, United Kingdom",{},null,https://www.coachhousedornoch.co.uk/,4.41863E+11,9C9QVXHF+R2,659,4.1,null,57.879597,-4.027408,,,,,,Europe/London,,0x488f8b922bec3eed:0xb6d6152a9e462512,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,The Oystercatcher,,"Main St, Portmahomack, Tain IV20 1YB, United Kingdom",{},null,https://www.the-oystercatcher.co.uk/,4.41863E+11,9C9RR5PF+Q2,110,4.7,null,57.836936,-3.827488,,,,,,Europe/London,,0x488563c089ed38f7:0xe4a1f54e854df76a,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Tarbat Bistro,,"Portmahomack Golf Club, Tarbatness Rd, Portmahomack, Tain IV20 1YA, United Kingdom",{},null,,,9C9RR5PG+25,13,4.9,null,57.83509,-3.824616,,,,,,Europe/London,,0x4885635195f44b15:0x59bd336569e75d23,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,The Pier,,"A836, Lairg, IV27 4EG, United Kingdom",{},null,http://www.pier-cafe.co.uk/,4.41549E+11,9CCQ2HGW+X6,1540,4.8,null,58.027463,-4.404464,,,,,,Europe/London,,0x488fe9869f39e4c3:0x243f9a07bb6d24c9,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
aD4Tad6vG7S2vr0P6MG3mA0,,Highland Food & Drink Club,,,{},null,https://www.highlandfoodanddrinkclub.com/?utm_source=google&utm_medium=local&utm_campaign=Google%20My%20Business,4.47779E+11,9C9QP8W7+R3,0,0,null,57.747022,-4.687306,,,,,,Europe/London,,0x488ff55077773301:0x6c63c88ee96bd516,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
