data_id,review_count
0x4842c69e94661dfd:0xe069bb667b99b12e,2045
0x4842bf353c520f4d:0x69ad5af2ec340452,339
0x4842c69b8b9cce25:0x45f0ae5ac82b87e8,191
0x4842c414b7034205:0x95cc805893a96989,239
0x4842c69d047cbd8f:0x838bbfa9883f281a,762
0x4842c427e2d08a1d:0x48780d7683db48f,901
0x4842a15af5e69d09:0x7f779273d0036d9a,42
0x4842ba6c49f68ef1:0x8b45086eb26165a0,47
0x480c4d5f5dc5e787:0xee0b29fe24528cc6,99
0x480c4d5f5dce3889:0x1016f9ddc4f25fcd,285
0x480c4d73bbb09ad1:0x1a0ebf9498389a9b,82
0x480c52a095fddcfd:0xdaf6e4e5a6ac6aa1,40
0x480c4d56db7c2905:0xe1472b219062cd02,35
0x480c4d56db7c5527:0xab892073512bf632,132
0x480c4d5708319dd9:0x7dc80e27490d34c7,94
0x480c52a095fddcfd:0xba2ec3ba334f61,462
0x480c4d459bce8009:0xb64669451e9d0a81,33
0x480c4d5dda775625:0x68862570f238ef7,235
0x480c4d4210a35dcb:0xd44ed6f71653992d,163
0x480c4d5efff3e761:0x710f76a4f431300e,363
0x480c4d5f77c83f7d:0x3d1976e7bcf20832,116
0x480c4d5fbc9efaed:0xa868f728abdde4f6,261
0x480c4d1d87cb8873:0xd03445ad1755962c,63
0x480c52a74eb10f9d:0x2ba0b2ae02ca364e,187
0x480c52a095fddcfd:0xf78cfec3ccad6d4,155
0x480c52a0fce51a11:0x1515b00af1b4289f,341
0x480c52a0d1120edb:0xbc0b5763d609a53e,288
0x480c52a095fddcfd:0xbb213a7b280b153,243
0x480c52a095fddcfd:0x805a45f18fefe6e0,247
0x480c52a095fddcfd:0xbb06db1fbbe90d6c,259
0x480c53c1cb904c09:0x79833c119ad67f85,151
0x480dad4dfe283e77:0x63144b95f56722fa,582
0x480dad804e175861:0xc0ed8b29b9bbda49,163
0x480dad82651bb2c3:0x672159cc83aecf80,879
0x480dadf881d7f2db:0x763223a744c6a1a1,162
0x480c4de181cde729:0x3fa5fdd87b862a0,340
0x480c4d977074f07d:0xe9230eb30848b33e,672
0x480c4d6701793467:0x39e34f48526db580,821
0x480c52a095fddcfd:0x1f87e1c67b925589,245
0x480c4d5fecd8dabb:0x84b551072760095c,183
0x480c4d998ffc85d1:0x4cf38b141588be46,135
0x480c4d58f7ba6455:0x3a9405d93ebae958,411
0x480c4d1d72b47de9:0x8ef9cbb9288ef23d,23
0x480c4d5f5fffcb3b:0x70c8e96b1c00b768,336
0x480c4d586124bad3:0x1aedb569e5343531,1065
0x480c4d58aaaf0559:0x3810186834f12fb2,1174
0x480c4d9bf80b0a9d:0xbe159165fd4d714b,207
0x480c4d006557a417:0xd66135ab8df06b2a,91
0x480c4ddd7265b921:0x352ab6d020cc7830,44
0x480c4db282110599:0x791fa02ce9c5afda,70
0x480dad87fb964a2f:0xc83196d9e6c072e6,921
0x480db27097e7360d:0x899512b2f1074f1c,633
0x480c4d5c67ea1135:0xebadea159a570098,104
0x480c528b530aa7f5:0x17c34a21c727f67b,138
0x480c4d588c2b4999:0xb3d95a22cbb06a0c,455
0x480c52a0a7a267b3:0x1d9b6355575b94ab,161
0x480c4dada608e757:0xddbd0162fbea56d9,66
0x480c4d58827a3063:0x72ff714bbaf0278c,207
0x480c4d5882922255:0x78f0b3b65acd2f10,81
0x480c52a095fddcfd:0x6123ac6a5f1c76c9,500
0x480c52a0e1882479:0xad5753475f7a11d4,147
0x480c52a088b3df99:0x36099ad1ef354a73,116
0x480c4d003ed71623:0x41055acf98b601d3,17
0x480c52a840ece0f5:0x9c3e7de8a7901ab2,130
0x480c52a46cde0d09:0xb8562497189fa0b2,33
0x480dacde47699e41:0x3a3bf242cb6ccf76,29
0x480dac27714c78a7:0xb39a96236ff150e0,161
0x4862e9f7636dfa21:0x2a35ee9638c27916,112
0x4862c356f68fab17:0x1143443c19a3835b,205
0x4862c2588de5c6d3:0x4310bda74b3dd8df,383
0x4862c35c59485079:0x3d4373074903703,16
0x4862c2586431c313:0x63b3d83fce194c66,336
0x4862c2f5c24461eb:0xf3953fba92e40bf2,101
0x4862c2f457ccb171:0x3f47524a9f62cb6c,80
0x4862c2f499411bc1:0xe537a55d7e4b7950,1373
0x4862c3f768605259:0x3d9c3ebce1d1aa7a,302
0x4862c4ed2c366db5:0xb4f6444258fb5ef8,159
0x4862c55d30be9b2d:0x96acf9fde8c6489d,175
0x486292fe18ce937d:0xf1093bc0157e5e3a,695
0x4862e5539dad555b:0xe5d6b76a6bae568a,884
0x4862e6906eae8775:0xbd593099a147bec9,97
0x4862e69b9f26d8d5:0x68a7c3d81f3b7a49,843
0x4862bc5d3d2336e1:0xccbf1fa7b0164346,201
0x4862cb3b292f3c0b:0x4bc24e911dbccc8b,75
0x4862cb8e0f5cabc3:0xdbbe4f1dfb01ad7f,649
0x486258d7fa12fb35:0x1d635c28ef5f59a,371
0x4862c2f5c76ada6b:0xf9cf868444746471,94
0x4862c2f5acd4b74d:0xeb31cb6f3afa478,145
0x487d4fc4526aa1c9:0xbafe91bd37cf00be,26
0x487d3d729f6753bb:0xc85f6f0dfdd32e01,75
0x4862c258910e29f7:0xdf5a22f2ec8a2bf2,84
0x4862c2f50138b43b:0xa39592811b00adcd,80
0x4862db089b836ce9:0x2ff4eabe365af60a,13
0x4862e69b02388f05:0xfdfd85fd084eb928,425
0x4862ca13ea68886f:0xd5d358b67f6f32b3,65
0x4862ca6a40228b8b:0x6f8085862c783561,94
0x4862ca6c63e09bb7:0xfbd0bea885c2f3c8,168
0x4862ca508663868b:0x20c89c79766e0f7e,305
0x4862caf57398381b:0x67858e85d33f35b7,397
0x4862d36bb79a8dcd:0x41aed4790bd24b3a,342
0x486258d7db894047:0xc76c17a6a13aa1f0,71
0x486257928d9c9a71:0xcbac213a8b9cefe3,56
0x487d484e5f829fb5:0xa6466c8507ba4613,127
0x4862e94755db3611:0x4bf9ae7150b85ecd,110
0x4862c3f9993ce05b:0x42610d8502c0f435,372
0x4862c2f61cf8a6eb:0x849d77b325e47ab8,360
0x4862c375f5c1f939:0x9455b66abefcacca,111
0x4862c345221b8081:0xac86a5ce0ed5bb2e,30
0x4862c2f5b3e826a9:0x3932570bc6f4d256,539
0x4862c2f5b2f4c6b7:0x52d04bff68b9c076,343
0x4862dd5ba6279eb3:0x44a0b806a45d001,1450
0x4862c4ed2d680dbd:0xc9ea736fe539b19b,159
0x4862c4c78e1dcfff:0xbf70ba68d5543692,260
0x4862e5533f06f89d:0xeadb12a961246418,449
0x4862e69077ea8871:0xdaca63aa78ab6fd9,157
0x4862e7ab7812bd5f:0x341b5ae36a2a4d25,186
0x4862faf3a322f01f:0x39c00908bf7c6920,215
0x4862f99044f38351:0xa24e38827622506f,364
0x4862b011f77cfaf9:0x3349f0bc2c4ab24b,77
0x4862b00e2143091d:0xef4013d15ab96bcc,532
0x4862b011e3cbe0fb:0xb16617bdbe26c1ca,429
0x4862579244383c3d:0xcbae789444931d21,231
0x487d4a33eebc84c5:0x3f8d883d7e8c2703,184
0x4862c369d1965fa1:0x18d9e7a56b3ff21e,32
0x4862e6906cda43b7:0x5725b798d9b6cc56,50
0x4862cb9e3d174199:0xa9cb39a0eb1c5ef9,157
0x487d4e8f39480897:0x4142d5775826be2f,3528
0x487d17fa63f1f9f7:0xf8ada35116069bf9,304
0x4862c3fcfaf7cb61:0xffc0ee6933f18074,37
0x4862c3001a0a2fa7:0x4d8431debb6c122c,26
0x4862c2f4539cc5e5:0xb00d6efb4970553,58
0x4862c4ed2c17cf23:0x1d5c07672d4567a,34
0x4862e757d2b44855:0xa52dd62965537d95,98
0x4862e69a9176793d:0x87c7dd38ac5fed7b,72
0x53486359cdfbfd71:0x9d3b482b65901917,363
0x53487ddfc3d8cccb:0x9cb65d2dd7106bc,228
0x53487b52abd664c1:0x1d3fc2059b3470c5,316
0x5348d9017959e82f:0xdebbbe84a18981fe,32
0x53487d9c15f1947f:0x41e6f1194337f3a2,240
0x5348dcd311a76a47:0xca4cff41acad6134,68
0x5348cdf1c6c0a459:0xd1b5061115682a2b,191
0x5348d940201710cd:0xa2499197bb1a8be0,81
0x53492bff5de3b6ff:0x5f55c30ea1c690f,77
0x5340b885bb97bb59:0x2326e874369a4395,148
0x53488ffbb240bdf7:0x10d7ff3fb1533e15,395
0x534633524f3fe199:0xb371a8f7fdb74392,142
0x534617eef9a5d067:0x90faec19cc0e2231,37
0x5347d5b1011d7c89:0x6fd0f8fed944e502,479
0x53487d1b46d113d9:0xe5ae2f815150147f,131
0x53488f695ba1b287:0x2be792f6eb2118f3,191
0x534862cd791d0617:0x630206b337c47f5c,555
0x534874bd90d7bd3d:0xebfa821f641cc954,549
0x534f4b5a6b99faf7:0x45d47c6389d08dda,86
0x5348d9402fb91aeb:0xf7f616a75a88e1c1,222
0x47dec2806951fbf3:0xe77a4babfe20bd5e,165
0x47dec26be7466271:0xcd787d277d86369,63
0x47dee8500350f0a3:0x6118ec18d38c609f,154
0x47dee841b283ac6f:0xf607e8bda16a04c8,161
0x47dee87300e490dd:0x49f550b6b9a4d5c7,100
0x47dec0e7af2ad3e1:0x8dd1ab3ea6310cf8,342
0x47debf2fd2ed3e3f:0xd69120d98d6d6262,220
0x47dec0ddc1fb7b9b:0x8a593877f9693e62,78
0x47dec0ddbde0b207:0x9d4d01c35a7a876b,195
0x47dec6b392e5d4ff:0xd4437b9892f9fcd,52
0x47debf357fd91799:0x7fd3f7d4f7b19fb0,87
0x47debfd7b91fe767:0x69a4d1dd717a12f2,24
0x47debed002b987c7:0xcf10c7df0af22a75,234
0x47debfa1537555ef:0xdc9abe23b65ab3c0,112
0x47deda524c074325:0xa93cc6ac9b943baa,1794
0x487585c5290da3fb:0xed2e834e4725e720,191
0x48760542fa9434fd:0xb2c67f2d309f1f14,100
0x487604d24c1e7bd3:0x314bae83752ad760,2793
0x487604d252bf86b9:0x395c9ec6441966bc,201
0x47d904f62a5e2009:0xbbd2c36adad3258,1760
0x47dee982badffe11:0xd8f6f0f39d566abf,70
0x47dee82ba563bcc3:0x27f47a35551f55bf,209
0x47dec305b7500063:0x60239b69f6ab3eb9,222
0x47dec300039ae989:0x1c6c0afff72f5882,35
0x47dee8487ac386d3:0x94ef0d9acca9f920,102
0x47dee99833a88023:0xc0b32e0516e69ff2,189
0x47dee7f7fd8faecd:0xb3ffc7aab229b76b,131
0x47dee7963b5c4597:0xafe682d99e9169c9,455
0x47dec11a39bf32e1:0x77c79ef1f5b8ab05,17
0x47dee7f12c4bfbf3:0x2eee05a794170097,151
0x47dee7894c61579f:0x59afd4cc050fd9e5,20
0x47dee9000635c5d1:0x444220bf9477fc89,11
0x47dec195461d77b9:0x5511e84c2fbd5056,286
0x47dec139d3890c6b:0x256b93eba207490a,87
0x47dec472a4640293:0x31fbd1fade74cc4c,2521
0x47dee1317cabdad1:0x36c95cb5946414f1,166
0x47dec58707f2ee5f:0x7eac3c098e7cfd32,394
0x47debed069b88aa1:0x8cba7b6a673e708b,33
0x47dedbc93faaf9d1:0x9d9f172545c07917,64
0x47dec26be15494fd:0x92f3b74b723127f1,653
0x47dec2695bb4748f:0x751226b5e9279d25,178
0x47dedb8f353c7d73:0xb08d98ae0f44da56,1600
0x48760335bd264a8f:0xa559a8576016b1a9,180
0x47dec2693545caa9:0x8ab69bd7869397ca,993
0x47dec3c48d0783f5:0xe6dca28ee2abc7c3,223
0x47dec26be0d597fd:0x137461db94f161d5,85
0x47dec26a7dca8e2f:0xd18be40f3ab7e3e4,795
0x47dee8142d036edb:0xb1aafb70fad3fc66,528
0x47dee8584b3cc7f3:0x3e382e6479a7587,267
0x47dee92f98863893:0x33f82817f4467ead,412
0x47dee8f6639f7b5d:0xfa48b6feeeba3771,508
0x47dee93a722e2cef:0x256f3954f4826d48,176
0x47dee873a65ca6fd:0x20e2a62b9bdacc0d,469
0x47dee923f6413b81:0xc6cbc9ea734adc5b,17
0x47dec0e19a5eeb9d:0x6b78caa6815934a,1070
0x47dec0dda3ea2dbd:0xa11e6a8707e3d562,1017
0x47dec0dd167a2171:0x879cb07e3075d479,570
0x47dec0c2fa1ee4f9:0xe30b5fd2c44c7ad5,238
0x47dec2800ac15555:0x48bbba8473f9dd79,10
0x47dec300427cfb07:0xa67e89a2ea25c1e7,63
0x48761b741522fecd:0xdc1d00c50c25b3c8,12
0x4879781f23cb216b:0x3ca9efc1ee61f74a,14
0x47dee8142a4cf31b:0x7d8c1902641c8483,539
0x47dee87283305949:0xfa54104c6f4d2048,574
0x47debf38a96cce65:0x8de5682823f88e70,750
0x47dec2806bd9c0e3:0x9ce570634149cd24,168
0x47dec381869af2fb:0x3993eb4eb343e87a,98
0x47dee98872f3da2b:0x7a12433fec2d09d8,16
0x47dec2a60114187f:0x41261a19e047c78b,383
0x47dee95d467c444b:0x33eeecaa110773b4,70
0x47dee8f6639f7b5d:0x1dc4e7053bb9ae17,87
0x47dec24b5256501f:0xec5b7697c5bff24f,348
0x47dec3d83dc5239d:0xf4a047c5909cea06,646
0x47dec1149742c117:0x5af924e951ad7129,33
0x47dec0dde29639a3:0x83eb0981a9776c8e,798
0x47dec0ddbe1bffff:0x6de5f8d85baf5db7,55
0x47dec0c2c8eb2701:0x5e93c6c9ac81f060,889
0x47decbcf57de90fd:0x753a776a6e915d73,1375
0x48711d3ad095e02f:0x9bf777a88749168d,47
0x48711d006ad2d65b:0x645d45f8e3584b5b,71
0x48710353690c7687:0x6086e6bb85eef049,50
0x487102af9e76668b:0x3bd8d1eba3eed9be,258
0x4870e330f0ad6759:0xee7190099d275d64,94
0x48711b9bcea3e685:0xe32fb10d65bd833d,934
0x48711b9a2f692edf:0xaec6ae53c3340274,429
0x48711b9f88b845e5:0xd249dc2d82a5d69b,211
0x48711b7c7154878f:0xf4100cae569f0504,451
0x48711bb1eaddaf67:0x8645699830ecd669,39
0x48711beece092e71:0x3fcf74e1789169c0,46
0x4870fcca05715071:0x7bef09792d7d866a,99
0x48710d93f1674d67:0xfa6a95e51e717e1f,19
0x48711e2c0e3f2199:0x24262a4120dd508c,826
0x48711e26b3b53e5b:0x49a8b6dfbbe3be28,892
0x4870e1e8d2432a2d:0xc6caa0f4ad4f73c5,1549
0x48711fafbf81a1eb:0x7dc362b8ff64f491,926
0x48711df509dcb999:0x9606adecd8e1f2da,743
0x48711de8bbfa4801:0xb0cf39cbd47b40ea,139
0x4870e1b3849f3305:0x6b456e28ef2139a1,62
0x48712011351f6f89:0xf5b131b8e4f51ab,1457
0x4870e226faa54b0b:0xd6c234ca05cd2ee0,336
0x4870e063c2d2b0c3:0xd761ce06cfcf2d53,237
0x48711f723ee6b87f:0xab9b7c75a7fac40c,152
0x48711f80097812f1:0x3a86b6e9a74d6db4,65
0x48711de4939499b1:0x59b11600b30ae57d,315
0x4870e2eee7053017:0x38a0d63c3698831f,327
0x4870df026deee51d:0x5acdd3e91d123292,582
0x4870dffa6df793b5:0x39069b5630bb18e8,184
0x4870dd4a9610e971:0x8e0113aa6ca8b5e8,558
0x4870dd5e80dd3117:0x6c91d53edf057a6e,111
0x48711b3fb60afadf:0x78d0358e2d3d1d10,113
0x48711be6752a838d:0xd6843269858fc0cc,541
0x4870e1abc6411c49:0x6a5293c63a00757f,594
0x48711f724efd6753:0xd052fbca7cefb1cd,1200
0x48711f12879e4ad7:0x2384b44ff9607ce1,522
0x48711dd0e6f75e0d:0xb0293740e5adc9cc,43
0x48711e9eead17e97:0x932deea67b8b5281,950
0x48711b432553b6ad:0xc470805663d97863,189
0x487102a92a2060df:0xef16543286a3ef32,612
0x487103bdd9318705:0x6954fb2a755072e5,292
0x487103ebc957e86f:0x93ea6ea32265ea31,293
0x4870dd0efb01c57f:0xcf22a204d1d1d0fd,77
0x4870ddfdd7085299:0xbb470c64b77277bd,484
0x4870ddfe78d55951:0xf04a2e6c218c49cf,65
0x48711b2daf7b6f9b:0x96294181479f19cd,545
0x48711b9a2f920bb3:0x97171498819ac40c,1165
0x48711fe8c84bbe37:0xec4cc16626cdf894,30
0x4870e3f4c281f031:0xa8689be6a7a32d1d,214
0x4870e1c5162e13a9:0xdd8511b152b89684,14
0x4870d5da154c2499:0xa213cf0080551de8,137
0x48711df89ec767ff:0x696f978670beee7e,183
0x48711df80861c339:0x85aafa3dfce6de16,133
0x48711f6827d0307b:0x41328d04dac4c7dd,28
0x48711f3fde2e0271:0xaf97c47934cebfb0,94
0x48711df072a3f335:0x9a7bad13db07236f,249
0x4871212bc0836723:0x3cda73159cae3258,69
0x4870e35c224099a1:0x307db49a2ba6c468,108
0x48711db813169cb3:0x42d88b8799f9927d,19
0x4870dd97c903cd01:0x81ee6cbef6bf11c1,189
0x487102af99845e01:0x6cbeae32053b1e75,730
0x487102af9d06aaab:0x4cd04b40b8959b06,160
0x4870dd32446945cf:0x79a5e1294ac8e293,431
0x48710386e4561053:0xbdaafc2677ef3095,249
0x4870dd9637188fdb:0x650d6480e9340a3f,43
0x4870ddd2289588bb:0x600edca4dd574372,23
0x48711d483df814a5:0x6eab3164bc2989ec,48
0x4870e37fb207626d:0x7077f702fa09db1a,78
0x48711d1a25f566b5:0x9acc2d8c93217988,36
0x48711d1a69a5e9eb:0xc0dc19d0ab1586fe,84
0x48711d000b679815:0xa03d2a96fc89aa88,14
0x48711d5ee0cd0941:0x7f3cd3623804067e,52
0x4870dff656139b09:0xef206d8f7f0d98b8,2420
0x4870ddfdb7011669:0xcaab0d86c66d5d63,157
0x4870de86b45dffc3:0xb6200b466a94dcd3,397
0x4870e330f711f759:0xa88f1fb0d157d84a,246
0x4870fd351fb4e077:0x9435475272467bef,3633
0x48711b59283f6959:0xeacda310bfaaf231,2899
0x48711b785a04ae3f:0x23238ed52b2dfa1,1143
0x48711b90b1aaaaab:0xb6cbf21912b0ddd9,1112
0x48711b975b04970b:0xca149129fa714aa6,756
0x48711b965c6f6abf:0xc7f94491b3472c69,465
0x48711b6a2171ee93:0x117cf2b285030866,189
0x4870fdf3f384b25d:0xc7eb4eede8d2030b,57
0x48711ba5a5806ad7:0xd6c88d268cffa9da,525
0x4871053cd04f6a8f:0xcf9cadfebffcacc5,2836
0x48711daebf1cd5ff:0x7b50fb0d5b3340ec,155
0x4870df3081648623:0x8f4470606f12aa7d,2754
0x4870ddcd15c9d56f:0x694f98b55b7adcb7,226
0x4870ddfbf5beffe7:0x39d85070b795c86f,642
0x48711b9abd2c25b7:0x5ddcccf03212c609,1619
0x48711b18848d111d:0x2363a5ed2d290b16,572
0x48711b971e38184f:0xbdd5e67bf81873c3,7081
0x48711b978e2082e7:0x33f721e3a05f01e0,1653
0x4870e04b4955e3c9:0xe9a987692378b586,39
0x48711f75eb9a2f3d:0xf5545d6f91918a0d,329
0x48711f0da89b2981:0xed20a0159129bbb,12
0x48711d267ca1467f:0xf28c625ff1defd5,12
0x4870de106f1d6483:0x765c15a803181751,67
0x47dee85856137ee5:0xa752cd17c3f4b248,655
0x47dee87293970adf:0x6aecea0f87c88cb8,349
0x47dee872fc22381b:0xafe7d3d67d7665ba,48
0x47dee78f353a20f7:0xfe92f46825f6436b,13
0x47dee638ab617aa3:0xe52bf96ec96ef4a9,137
0x47dec0ddbd9f2cfd:0xde945a54209cb116,732
0x47dec0dd32b5c441:0xbc050778d7f3abb3,942
0x47dec0c257d2372d:0x43979cd31b5dfe4e,239
0x47debf5c125ce669:0xf4bf5c5f20eac2f3,466
0x47debeda937192a9:0xaecb3ff87ee6600a,1566
0x47dedbd6836fb065:0xde651aeb1c7ca6e6,285
0x47deda6eb72bac65:0x250a3f175362d9da,1450
0x47dec3ecdb9857b3:0x9270cc5bb1f5422a,53
0x47dec2693545caa9:0x843872eba7459019,53
0x47dec26945fc0433:0xd7533c19af0fd40d,14
0x47dee850034c59e9:0xe8a3950d576389c5,35
0x47dee91dcd6c21b1:0xaedee85d52af455a,41
0x47dee858fc6cf91d:0xaa827c0322f2b54,29
0x47dee872f0370fbd:0x875f27872dcb88ba,13
0x47dedb3291b9c031:0x2fe893abbd4c3464,25
0x487ac7cffa40314b:0xf2bb28228ce61bab,140
0x487ac71930232e33:0xfc152a57ce19aebf,220
0x487ac7000d248c11:0x251aae3e993141d0,26
0x487ac7490323c29d:0xc43e2351e4d17676,790
0x487ac70e35899bf5:0xde17f1afb0f183fb,44
0x487ac722624d2e03:0x4f2c8b2a7a8530a7,125
0x487ac71d00d587a1:0x1bc55dfaee3e91f9,170
0x487ab072709bd15b:0xc7e2421b5e81b3c,274
0x487ab13ceb7fc687:0xf49fb799a7e1e188,20
0x487ab8aebf6d2b87:0x8c21c2160573b3c9,143
0x487ab99562119d85:0xf17dc6190cd20e0c,12
0x487ab9eb7a7358b1:0x252f14391434fe5d,30
0x487ac7239d787c5f:0xe9d8b14f02364665,22
0x487ac7ffb4727d69:0x98944f6f1f8535e9,54
0x487ac79c6d08f6b3:0x3cb55a7621ec8885,33
0x487ac724ccad9241:0x9fad0dead1792bb2,86
0x487ac7ed8af8a54d:0xf850f394d3ec2c22,65
0x487ac7e300a64ad9:0x4475e0f29fd787cd,193
0x487ac71ae1fe396b:0x99b53148bc058ce8,329
0x487ac7f20187221b:0x59da32a71eb032c,104
0x487ac71bf4227717:0x909a2c8a76efb927,189
0x487ac71bf422773b:0x6f24ee3e1af26f06,131
0x487ac71b7d7e932f:0x328455e7dadd5817,389
0x487ac71c9c3c96cf:0xf7c703c517a52af1,473
0x487ac7fda4f01361:0x464272258c0fb5fa,215
0x487ab79a86d663f9:0x3387984a2868dcb2,96
0x487abf722e375311:0xc98d11cb4efededa,88
0x487ac6e2011a93ad:0xd01957ca47f04ef7,237
0x487ac7d087c2ff71:0xb6223b7c2f507278,60
0x487ab8a506b1664d:0xabf6d9d5ad3fb83f,376
0x487ab86cd155ad77:0xa312c70d4926ab9d,642
0x487ac7145f4f5c0b:0x3369bf1fac831296,62
0x487ab81668c6e657:0x834cea70576b04c,1556
0x487ab816348ee1c5:0xa769ef59268fcb52,338
0x487ab817d0680045:0xc1da5b8f0846688d,207
0x487ac781126f13d1:0xd9c00aab3adedd2a,589
0x487ac73523387f7d:0x6c296ce1b94a05ef,483
0x487ac73ff982bf47:0x6ba4a0f29725a505,178
0x487ac71be92ab4c9:0xae6d74392e5896e4,355
0x487ac718bfe50271:0xdcaefadf7e118f00,485
0x487ac775a3d160db:0x60609652d0ced398,262
0x487ac7d85907e277:0x6c6c08259e1758f,766
0x487ac71860e7310b:0xc533f0307e5aeaf1,73
0x487ac71ed6b4556b:0xd75a38bec07cf693,411
0x487ac71c5f6fffff:0x300bfafc3b4246ac,475
0x487ab7591d3a4103:0xec65b785a2e08fd2,231
0x487ac7b7058b361f:0xb35622ba984a0101,154
0x487ac71d7a098c33:0x1684a8f5d5817838,869
0x487ab81610e40d19:0x3a1d37aa5627f55a,58
0x487ab948c2dedd59:0xda8151b25b36ad91,1375
0x487ac7509af5903d:0xb04dfcf3c7f76320,457
0x487ac73d0ca5c655:0xaec979664bbd2034,298
0x487ac71aa2bd07cb:0x87ff01c36b605288,112
0x487ab8d7ce42594b:0xf64a188c306240f6,1422
0x487ac71ac5f37195:0x8e034e558405c30d,178
